nombre,slug,descripcion,tipo_cocina,categoria_detectada,rango_precio,provincia,distrito,corregimiento,direccion,telefono,sitio_web,latitud,longitud,horario,rating,cantidad_resenas,imagen_url,delivery,reservas,activo,fuente,query_origen,google_place_id,google_data_id,google_data_cid
Ahumadospty y Smoked Mamma Pty,ahumadospty-y-smoked-mamma-pty-482298,,Restaurante,Café,,Panamá,Panamá,,"Panamá, Provincia de Panamá",6121-6299,https://wa.me/c/50761216299,8.9883238,-79.50804409999999,Abierto · Cierra a las 10 p. m.,4.7,501,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5nuiFCkLDU17IwyccLwmUV6y1RAbyBnwC1EXhJqjxywlhSCizzqvUzdjU-rjIfcZAyOvb2HYDa6FuN-3EPZrSPZnrAvMTpqXRL58H_ZfE-PRZjenSnnnMZcFTD_5QcR5sgHyq=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJgVcqEl6prI8RuhC5AMKDAao,0x8faca95e122a5781:0xaa0183c200b910ba,12250217330683482298
CARPE DIEM TERRACE EXPERIENCE,carpe-diem-terrace-experience-349006,,Restaurante,Restaurante,,Panamá,Panamá,,"Carpe diem terrace experience, la 70, C/ 70, Panamá, Provincia de Panamá",6721-0165,,8.988289499999999,-79.5081901,Abierto · Cierra a las 12 a. m.,4.4,107,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoxp_Ge-FEoG9mwt27RYydVn6urm8g-6Rm_qO9ihRB-s7-fEabz_9HG20uPEIcKJCj9hirIGWoxlVFfJ8C-iSg0nfX17YoivafofMdjss0kom7auyQvjpM3061u4brQDLKJJrfAQ=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJq1UJQUSprI8Rjrga1Lm3_Yg,0x8faca944410955ab:0x88fdb7b9d41ab88e,9871247967021349006
Chevre,chevre-640876,,Restaurante,Restaurante,,Panamá,Panamá,,"Panamá, Provincia de Panamá",6281-9995,,8.9894064,-79.5070775,Abierto · Cierra a las 10 p. m.,4.5,493,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFv5DIp-883jFO9Zc_pO2WCcrD7L5zqRiwDX19unK9Fb21LtvD67tke76SX1F0AYyWqEavTpF28OZN_O9gp6zghxg4gpf3e9NBX82w1eSrEWkpYPdjGGZgnpaTREUQu13LLuj1Q=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJc17fb2aprI8RLG94x9PuDpA,0x8faca9666fdf5e73:0x900eeed3c7786f2c,10380496784487640876
Cantina del Tigre,cantina-del-tigre-904840,,Restaurante,Restaurante,,Panamá,Panamá,,"PLAZA CENTENARIO, C. 68 Este, Panamá, Provincia de Panamá",6436-6188,http://www.cantinadeltigre.com/,8.995365699999999,-79.51144149999999,Abierto · Cierra a las 11 p. m.,4.5,1003,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE4MF5cYJmXlEaRawUG3DBduFp4Iruj3ieK6QCEB1aL5DBpqyKDdOOtU5MP_ghm1MYtLSdKf6H4yNASBn3n5HZfreWc48-jwJpAX8esml-bDrgji794qmlrXvPtFt1nnlPR37W3=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJb8-lq_-prI8RSAAmaaTeuiE,0x8faca9ffaba5cf6f:0x21badea469260048,2430499746639904840
Ciao Bella | San Francisco,ciao-bella-san-francisco-216165,,Restaurante italiano,Italiana,,Panamá,Panamá,,"C. 71 Este, Panamá, Provincia de Panamá",395-6910,https://www.instagram.com/ciaobellapanama/,8.9940609,-79.5087171,Abierto · Cierra a las 9:30 p. m.,4.6,1170,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYUYY6HfVuOandfkdGifPvpqSQKeUHhFtWKiEylyI9cJR5RChGyYmp0A_88JNCawJsNSnHttFWGcjofAC6es34ppk8j_c3OOuUGe0Y87Elyf4sOUf3DFOTaa7SzRKIaWQuK68jsw=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJsb_bQAeprI8RJXan8QIYsW0,0x8faca90740dbbfb1:0x6db11802f1a77625,7904125221935216165
Sugoi Caribbean Sushi - San Francisco,sugoi-caribbean-sushi-san-francisco-947145,,Restaurante,Sushi,,Panamá,Panamá,,"C. 75 Este, Panamá, Provincia de Panamá",209-1899,https://sugoipty.com/?utm_source=google&utm_medium=organic&utm_content=&utm_campaign=gmb_san_francisco,8.9897218,-79.50343339999999,Abierto · Cierra a las 10 p. m.,4.8,5714,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUzakxZZI6gZfOKFLYKln7rdj-J2h2mPow3sCzBrcP_9tH_HVZ40Gh2j-6JGBZde5dralkZR-PZT8Ij-UW1Xm3LIJWmuZXrpQ1F9wpP-eECN5U_NdZWZhCZc5buRAbvuIjOpkH=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJR013rQiprI8RSVGyaa3RSNE,0x8faca908ad774d47:0xd148d1ad69b25149,15080533894982947145
Casa Catedral | Restaurante,casa-catedral-restaurante-675535,,Restaurante,Bar,,Panamá,Panamá,,"C. 5a Oeste, Panamá, Provincia de Panamá",6110-6000,https://casacatedralpanama.com/,8.9517577,-79.5345232,Abierto · Cierra a las 10 p. m.,4.6,956,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVl151PrcdCwKndAT1-acwoTflQYAiKuQNP7huh4PihRXyl9v00zgUfG9bevDbxFe65rxKWq5A7OT3GJB7mTuKgUzVgYbDBanjr76-XsA8ET7kuSYf3p4up_JJc_xW2eLpUeKS=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Casco Viejo Panamá,ChIJg8tHK6CvrI8RD1nVzqc7Xno,0x8facafa02b47cb83:0x7a5e3ba7ced5590f,8817550712353675535
Mahalo Cocina y Jardin,mahalo-cocina-y-jardin-151410,,Restaurante,Restaurante,,Panamá,Panamá,,"Las Clementinas Hotel, C. 11 Este, Panamá, Provincia de Panamá",382-6797,http://mahalopanama.com/,8.9534887,-79.53704429999999,Abierto · Cierra a las 10:30 p. m.,4.7,1332,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVcXZcSpKkRkf9_dKkDtsH7dtuIcPZSfjVuZw3DQZrtP87udg13WLr2zQtyys8D0JRXyOia9md0KkDbnJMHQa0hZT35BMD815AlT0mTomnhOIcGrDE9qOyJ_mYlSu7UtDwHkMd=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Casco Viejo Panamá,ChIJAWlqB9-prI8RckOV7P6ERQk,0x8faca9df076a6901:0x94584feec954372,668086350160151410
Kaandela Restaurant,kaandela-restaurant-956619,,Restaurante,Restaurante,,Panamá,Panamá,,"Amarla Casco Viejo Boutique Hotel, Av. Central España 24, Panamá, Provincia de Panamá",6747-0682,https://kaandela.com/reservations/,8.9522649,-79.5337042,Cierra pronto · 5 p. m. · Vuelve a abrir a las 6:30 p. m.,4.8,2253,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH71tgW-aBQREhJOuqHfoQOdHD0yUCQAgVRRjHfGUOkypbFEC9Clzo-bJ38_3GBYLFxjhAx0TVcb6KIaxaY5-FPTytP9MziWpDf7cFUpDl0Jy87nhV4jxGdE8u4zOQnlhA-mQg3_Q=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Casco Viejo Panamá,ChIJPaPgYc6prI8RC8x4D8aVKDk,0x8faca9ce61e0a33d:0x392895c60f78cc0b,4118706537125956619
"La Vasquita – Tartas Vascas, Specialty Coffee & Brunch | Casco Viejo",la-vasquita-tartas-vascas-specialty-coffee-brunch-casco-viejo-963995,,Cafetería,Café,,Panamá,Panamá,,"Casa Perez, Av. B, Panamá, Provincia de Panamá",6486-4097,http://www.lavasquita.com/,8.9531747,-79.5352728,Abierto · Cierra a las 10 p. m.,4.9,3090,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF58xd0cNydAr_0xtIYjMPNUKTS9jhAXg9fAYh313cbXAHany9O5JVPELBCsH3-YtGf5cZoKodehIyo2QDtdWLS1wayFxJrnaoTY6YJe88VEe8duzFq5MT6fmCtXUkcxWzjOdOduf7pxBlS=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Casco Viejo Panamá,ChIJlb1v6zaprI8RGye-Fu1LXxQ,0x8faca936eb6fbd95:0x145f4bed16be271b,1467975485206963995
La Rana Dorada Casco,la-rana-dorada-casco-026237,,Cervecería artesanal,Bar,,Panamá,Panamá,,Calle 9 con Calle Boquete (Esquina Casco Antiguo,392-0660,http://www.laranadorada.com/,8.952872,-79.5363236,Abierto · Cierra a las 12 a. m.,4.6,3881,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKnKNlMkpsCmhyYbKRyn_lWNK48L6EvlgCpMt61FG9jNiydlV9ezBy9b-JoQ8s9VCR02nhxCct92ScQM4urevj4wXegpdId-gw2lIR9LDTTL2pncIru3OpExn_BGyx5gf8kSjxpg=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Casco Viejo Panamá,ChIJ2WGNlMqorI8RvQbz2EN7HVk,0x8faca8ca948d61d9:0x591d7b43d8f306bd,6421424175033026237
Lula Casco,lula-casco-149396,,Restaurante,Restaurante,,Panamá,Panamá,,"PH University Club, Calle 1, Panamá, Provincia de Panamá",6456-3140,,8.9508628,-79.5324017,Abierto · Cierra a las 10 p. m.,4.7,239,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrkkUyLHCQ8H5hehZ3KoURE2t_Al46Kj9zKHoEbZZFTzn6y53WbpZ6Ue6kuguLHYgNE0kzVvrd-hYBJOZBEJE5laDsNvUG8nA5Gn7TXSHkavveaj1Q9QZ8RoDBBzaLKS9BSgTD=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Casco Viejo Panamá,ChIJoafmE4aprI8RVKzdnnSX92s,0x8faca98613e6a7a1:0x6bf797749eddac54,7779853408443149396
Sama Sky Lounge,sama-sky-lounge-082250,,Coctelería,Italiana,,Panamá,Panamá,,"Oasis Hotel, C. 9a Este, Panama City, Panamá Province",6249-3954,https://honeybadgerbars.com/en/sama,8.9535856,-79.5363186,Abierto · Cierra a las 2 a. m.,4.8,1679,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHV_u8ziJsyIRm0GIW8fEKLt1iM5y3fukxg91J_QCJR5YkWKiTKIseGBJcQGV5-ch8ND5EGRjb1KpX9op3NVE4lSLm-1HdSKqioNkGVfz3EjuD8v5EiCmQwwP2b5xj0eizATLrZ=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Casco Viejo Panamá,ChIJ3xE4GdqprI8RisFGo1HxDcQ,0x8faca9da193811df:0xc40df151a346c18a,14127212939065082250
"Restaurante La Casona, Casco Antiguo",restaurante-la-casona-casco-antiguo-112205,,Restaurante,Restaurante,,Panamá,Panamá,,"Plaza Bolivar, Panamá, Provincia de Panamá",6662-0555,https://www.instagram.com/la_casona_cascoantiguo/,8.9533921,-79.5337706,Abierto · Cierra a las 10 p. m.,4.5,46,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCQeDvif2kLRe4ZgRgNJj6q062H9aNi7p92whpnkY0c-YK7EobQlbRSNeyhymSqbcEqEhyFv9KJvdDjXVp0O0Ztz36elWJZmo_YsX8kGXvnOKBR_Iz16xxL5uRScllFPIYuP7jGgekNyFK=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Casco Viejo Panamá,ChIJcajva8eprI8RDSD626CllBw,0x8faca9c76befa871:0x1c94a5a0dbfa200d,2059453039919112205
Luigi's Cucina Povera,luigi-s-cucina-povera-250825,,Restaurante,Restaurante,,Panamá,Panamá,,"Panamá, Provincia de Panamá",302-8888,https://www.hyatt.com/unbound-collection/en-US/ptyub-unbound-hotel-la-compania?src=agn_koddi_crp_chico_ppc_22365339045_Conversion_Unbound_Google_Search_English_PTYUB_PanamaCity_Paid_Brand_CrossDevice_1x1_google_Koddi-TopUp-Evergreen-Brand_e_hotel%20la%20compa%C3%B1ia%20panama%20city&gad_source=1&gad_campaignid=22365339045&gclid=Cj0KCQjwnJfEBhCzARIsAIMtfKLwXBeQCrp9igAlr_qDsbF-_DBgE_-0a27RCHoajgZpTdBqqpgZp2AaAgdYEALw_wcB,8.952354999999999,-79.53539219999999,Abierto · Cierra a las 10:30 p. m.,4.8,217,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcSb9QgPDQdjOU47rMG9qspUVANXZ4XS_4cmmkpiUAI_YvhKDGrW3Voimb0thajjDp5WuyzQkck-rHfwaFq1TQIM3ddv4iSGsAFd2LK3kbpU5XuD7YzHam-JzrvIlmUB4AErBcqBreW4Dv=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Casco Viejo Panamá,ChIJFYUPHwCvrI8RiUHnMJbfrpg,0x8facaf001f0f8515:0x98aedf9630e74189,11001976775871250825
Bocao507 | Casco Antiguo,bocao507-casco-antiguo-416422,,Restaurante,Restaurante,,Panamá,Panamá,,"Panamá casco, Av. A, Panamá, Provincia de Panamá",6482-6286,,8.9514017,-79.5342419,Abierto · Cierra a las 9:30 p. m.,4.4,209,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGm_EcqtiTmr8F7eoJBkoWgaGPsWga3bpGbGfZGbO8E2OD3B3IYbIaMUwY4pAUZP9tZwh7BfJTuvkR-5ZTKTxZ_WnArYiPFXHe6T85OHmoIr2zP7YHZ6gWC2u_zs31EL37DP7cZSwgnFP8R=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Casco Viejo Panamá,ChIJYYAcx-CvrI8RZuqqdGdB6Ko,0x8facafe0c71c8061:0xaae8416774aaea66,12315165093639416422
Vista Corona Panamá,vista-corona-panama-078601,,Bar,Bar,,Panamá,Panamá,,"Edificio Casa de Oro, Av. A, Rooftop, Panamá Province",6228-4782,http://www.vistacoronapanama.com/,8.9516715,-79.53606309999999,Abierto · Cierra a las 12 a. m.,4.6,441,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGbA81uZx0kyB2DQTwwDqaBTv6Zs90ReRNo9XPLhegE_JBXnG1m3-Ob4VrWZ33eAl5ZKZMpIYxP08ti4KkaIxrjCSApZvpKPz_CqB1ivVzOTAAToaK9n446K1QFcf4oUJV3ikRM=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Casco Viejo Panamá,ChIJUySpZDCvrI8RSe07sJxCbuA,0x8facaf3064a92453:0xe06e429cb03bed49,16171936552673078601
ESTAMBUL CASCO,estambul-casco-611162,,Restaurante,Restaurante,,Panamá,Panamá,,"Panamá, Provincia de Panamá",6835-6708,,8.953612,-79.53757929999999,Abierto · Cierra a las 2 a. m.,4.4,204,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFRUczpmI5QgJ60aM6EQ7fh5RypCQ924aVEoWTl69VoaNkNMNv8_PVE27dAnBBr8Q2d6tySy68QX-s8IyEcu3jQ_m96gTH14-0REIJ9eaTBdMpuLfX7foWfebDWhEb5Rw3cNFWueA=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Casco Viejo Panamá,ChIJu8eFi1WprI8RWmhxXcsufyQ,0x8faca9558b85c7bb:0x247f2ecb5d71685a,2629872158388611162
Los Años Locos | Costa del Este,los-anos-locos-costa-del-este-057982,,Restaurante,Restaurante,,Panamá,Panamá,,"Av Marina del Nte, Panama City, Panamá Province",302-0728,,9.0222964,-79.4627727,Abierto · Cierra a las 11 p. m.,4.7,972,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-q7Me6ixnIAVAkB8yv_6FFcEniR_7mKb6wZLJ9PxiY65-XNzqAV0D1ibtsfst1l9XJZ7cW7B5WuBWJHcEdxd1oEo_En5NH_dawzJYiprr9bkdx9intqj9jgbBMk3yffyosWBGTw=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJFZ-_MrirrI8RPo-R4f_L658,0x8facabb832bf9f15:0x9febcbffe1918f3e,11523528371419057982
BLUE MOON COSTA DEL ESTE,blue-moon-costa-del-este-100415,,Restaurante,Restaurante,,Panamá,Panamá,,"Blue Moon, Avenida Principal Costa del Este 20503, Panamá, Provincia de Panamá",6403-4214,https://blue-moon.cluvi.co/,9.0164549,-79.470371,Abierto · Cierra a las 12 a. m.,4.5,455,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZkzrPCQCz3CI5l6-Nkenygg5Ru0mi4HLMlIf3-o1cnG18OuUgqgRQp7Y15IXamPDGxLhZ_xgmqA0P6Uo7MiV8gAuH7qKkWCDHdK7Qm0JUTbovE9kQ1DkonahlF0jjv61G_zOL=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJ654fBimprI8R__geTd91n90,0x8faca929061f9eeb:0xdd9f75df4d1ef8ff,15969612405611100415
Salvaje Costa del Este,salvaje-costa-del-este-820433,,Restaurante japonés,Restaurante,,Panamá,Panamá,,"P.H. Dream Plaza, Panamá, Provincia de Panamá",6913-9039,,9.0163183,-79.47067299999999,Abierto · Cierra a la 1 a. m.,4.4,1232,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEOMzd0XmqbqKLXYNm76z9lhXQf511rshll-dpuoik1RvizzsyYxx8AVMFeVWwcOtqVz_mXp-OLmIKQlYmU5UIOZjPacYPxsAhTvAtzTdAM7FkgDNgcp9zqPxAbR7bFnAZozGHt=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJp5cQabiprI8R0SfnWrNl-AE,0x8faca9b8691097a7:0x1f865b35ae727d1,141975209260820433
Tre Scalini | Costa del Este,tre-scalini-costa-del-este-805602,,Restaurante italiano,Italiana,,Panamá,Panamá,,"Av. Centenario, Panamá, Provincia de Panamá",271-0606,http://trescalinipanama.com/,9.0161111,-79.4725,Abierto · Cierra a las 9 p. m.,4.6,531,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjv1_Pd-zwoFVC-VrnS8RwPdJAf-qTBv2PsLaYaVf9VQJi8Qt5bc9qPKKyU0hCKuUVtePokC6NqgH6WJ3z6xWQI-IW18y5LHrlct2AicLs8b6C3PVfDY24sjZ6mkVNiDHXUX8=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJY8tiMvWprI8RIvXrUezCVCE,0x8faca9f53262cb63:0x2154c2ec51ebf522,2401758821537805602
Primavera Rooftop,primavera-rooftop-115724,,Restaurante,Rooftop,,Panamá,Panamá,,"MMG Tower, Av Paseo del Mar, Panamá, Provincia de Panamá",6633-0016,https://primaverarooftop.com/,9.008198799999999,-79.4774795,Abierto · Cierra a las 12 a. m.,4.7,81,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGN5-jgw8r2ucWwhSdzBgefNLcX7Mg6rgNtFl3jK-QebKWWNE4Kyungf45Puo5Y9_uh-jlJvavOnlkzdPUszh9NdgaJg1hJFuogK9HUoO09ZRWYWeNSwiBfKTwzBcs4uubt2WCbBR-J6G7T=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJo5dPvViprI8RjPfgM1-KVsE,0x8faca958bd4f97a3:0xc1568a5f33e0f78c,13931474638814115724
Sushark Costa Del Este,sushark-costa-del-este-148065,,Restaurante,Restaurante,,Panamá,Panamá,,"PH Financial Park, Panamá, Provincia de Panamá",6982-9956,https://www.itssushark.com/,9.0101532,-79.4764919,Abierto · Cierra a las 10 p. m.,4.8,71,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSz6vRlF-GV6Odha_XM1AXx8Jpun79vacJXxzd_aG8F1XJIaRwC-dTDzzxaK87luesPP2R-tT4N_u4VcS-WpqPVzgOX-CDVlgTQsbozAQXPYv00tTnKz_VL-uiArHekTHeuoIZi3WbcuHw=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJe4XeteWprI8R4d52CyRa4Mw,0x8faca9e5b5de857b:0xcce05a240b76dee1,14762898689378148065
Madre Cocina Italiana Costa Del Este,madre-cocina-italiana-costa-del-este-006137,,Restaurante,Italiana,,Panamá,Panamá,,"planta baja, Avenida Centenario, Dream Plaza, Panamá",6403-8144,,9.01641,-79.4704245,Abierto · Cierra a las 11 p. m.,4.5,114,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmRcdkedNnTGfdInEmFcClvWyuGsxZGPDYkJXLRFU41HU20kmBZqRZ3m4Ia8xElBaNdo-HNU676BVWhM4V0Kua34PAXp3TGpkgPvedFbBRwKKuc-uglcYdv-a_pVTfJXlnD9lx=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJ53ONsUeprI8RObwOLqDBZ1E,0x8faca947b18d73e7:0x5167c1a02e0ebc39,5865869933385006137
American Diner | Costa del Este,american-diner-costa-del-este-098086,,Restaurante americano,Restaurante,,Panamá,Panamá,,"2G5G+X6M, Av. de la Rotonda, Panamá, Provincia de Panamá",6234-4604,,9.0099529,-79.4744516,Abierto · Cierra a las 7 p. m.,4.8,48,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0lbh6vHINzXPbu_Nfose02t0p9bFeHrUQrj0OinbEpyL0O9Izfuk8-ZStICt1GbBcGaK1M39j3PlBu7ZFQLHyk2HrQcyMe4FnOY835nUAVkjePrwve0sAWDtT4pq8yCQ6dohK7Enh2LU=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJeV3DPACprI8RJgWIyg7rGgU,0x8faca9003cc35d79:0x51aeb0eca880526,367864768344098086
Café Bilal | Costa del Este,cafe-bilal-costa-del-este-284654,,Restaurante,Café,,Panamá,Panamá,,"Av. Costa del Mar, Panamá, Provincia de Panamá",309-8330,,9.011406299999999,-79.4650779,Abierto · Cierra a las 12 a. m.,4.5,858,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEF0fbS-JPVrnOumuJvMBCqk5dSLBVdbVA1vZ3OujgJf6lYjPWZ-LplJukIajupgcP8CyEV7Ns9jE2u3pI-XJMNh46JGpy5Zmm9hSZKGNkxa-qX-STouf6FcZBDi1R1DNKt28Wk=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJ0xk5XCGqrI8R7l4vgarsJLg,0x8facaa215c3919d3:0xb824ecaa812f5eee,13268990619196284654
ACHA | Costa del Este,acha-costa-del-este-815134,,Restaurante,Restaurante,,Panamá,Panamá,,"2G5F+8H6, Panamá, Provincia de Panamá",396-7754,https://achapanama.com/,9.008296,-79.47609419999999,Abierto · Cierra a las 11 p. m.,4.6,721,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdhFuXJpxB7Trw3c3dWeZD5260RkMzckTUMyzqg8pqO2AFQTY7Z5enWgNaRMGKZpacWy10d5AJgxKTyERP1rcLxM9U_7fmG6oKijIijYa6nqLlakXxa5SoMKcZalbIRJ_IhC5X0g=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJrzrfEYmprI8RXtdOwsZbVkQ,0x8faca98911df3aaf:0x44565bc6c24ed75e,4924224151797815134
La Strega Ristorante | Costa del Este,la-strega-ristorante-costa-del-este-720826,,Restaurante italiano,Italiana,,Panamá,Panamá,,"Edificio Time Square, local 6, Av. Costa del Sol PB, Panamá",305-0160,https://lastregaristorante.com/,9.0158325,-79.4668624,Abierto · Cierra a las 10 p. m.,4.5,377,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7NMFi8qHWLJfQUq3NlEO4QFDu2vSBYFJSUphRX2fKlQpYDcGhXAOlPCujFsuzyGbr9vh3nbsBMVfgGpje_t0dQ2HRp12kFZLvcpjwOZfrIqntbkfwSX_LcmJnsMQYIt3pJWE_=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJtXQ7eMKrrI8Reu1c38sqpaI,0x8facabc2783b74b5:0xa2a52acbdf5ced7a,11719820660415720826
La 10 - Costa Del Este,la-10-costa-del-este-317852,,Bar restaurante,Bar,,Panamá,Panamá,,"Costa del Este Panama Desing Center Local 29-30, Panama City",,https://instagram.com/la10panama?igshid=MzRlODBiNWFlZA==,9.012650299999999,-79.4674534,Abierto · Cierra a las 12 a. m.,4.2,852,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEp3domf8GmFDFQnE9aZhkTxHs43wwSiKfetjxS22Mk1H3eLIWiGCfs-vOWKGObjyrOGml5EPTVYvJ-AraYssKjcbmHsRuxT-TODfCA0l8JCR_i0rMT2Iw4PXb1n1oL1xNaYagrbA=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJibhwaXOrrI8RHDNYk5CPgo0,0x8facab736970b889:0x8d828f909358331c,10196870357430317852
Restaurante Nazca 21 Costa del Este,restaurante-nazca-21-costa-del-este-886160,,Restaurante peruano,Restaurante,,Panamá,Panamá,,"Av. de la Rotonda, Panamá, Provincia de Panamá",386-5002,https://nazca21restaurant.com/,9.0097193,-79.47473509999999,Abierto · Cierra a las 9:30 p. m.,4.7,546,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPd5GtaUV_3xJGMNa1s9m-IU92eUBKnJr4CFE4S0BcQ7CyCBr9V1RLXGO_tDwRomJUGqZnHPCLrebebYSfYSy0klc6LIrUBe1jXnajtZxkCETruFYOtXt33Pd_udQmnjzc18Gn=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJ3YrCNdKprI8REDe9_RkbJQg,0x8faca9d235c28add:0x8251b19fdbd3710,586905124886886160
Casa Santa - Costa del Este,casa-santa-costa-del-este-552702,,Restaurante familiar,Restaurante,,Panamá,Panamá,,"Panamá, Provincia de Panamá",6324-1129,https://www.instagram.com/casasantapanama?igsh=dmRndnVuMTVxanNh&utm_source=qr,9.009735,-79.4745875,Abierto · Cierra a las 11 p. m.,4.4,200,https://lh3.googleusercontent.com/gps-cs-s/APNQkAETiLNSKzPLa7er_qB0KAz5tyYOZCjDCvF5uzmbCuMnjbGjDbxMS-aN8X6CMj54AmB-bpKftyx7IzsMG4n-hZfIXn5ta1q1ggquDJfkU-GWu0ixYNQ5OIYYSZO-_pYjSkqyno_ERg=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJ3wGRuYeprI8RPmUSvmZVDw4,0x8faca987b99101df:0xe0f5566be12653e,1013122340945552702
Ciao Ragazzi | Costa del Este,ciao-ragazzi-costa-del-este-126694,,Restaurante,Restaurante,,Panamá,Panamá,,"Segundo Piso, Ocean Mall, Panamá, Provincia de Panamá",385-8850,http://ciaoragazzigroup.com/,9.0101088,-79.47446699999999,Abierto · Cierra a las 9:30 p. m.,4.7,406,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQ4fBosmBvbFZSTuTBqYVzhUL10l4BF5eFJV6PSlU2R9AbuGs4verSOeIYL9D3LkxH7Uj1IYk8sXU_Zo7aKz5WIxfNEf6SE4xgpE0OKwMb-BObqWEAJUJAZHj4HMTSPA5F3DKI=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Costa del Este Panamá,ChIJkWXd7o6prI8R5s0xT8XgD_8,0x8faca98eeedd6591:0xff0fe0c54f31cde6,18379155742364126694
