"nombre","slug","categoria_detectada","tipo_cocina","rango_precio","provincia","distrito","corregimiento","direccion","sitio_web","latitud","longitud","horario","rating","cantidad_resenas","delivery","reservas","activo","fuente","query_origen","source_files"
"LA CASA DE LOS HOT DOGS","la-casa-de-los-hot-dogs-361038","Restaurante","","","Panamá","Panamá","","0816, Panamá","","8.966623799999999","-79.5390017","Abierto · Cierra a las 9 p. m.","4.1","7","","","True","SerpApi Google Maps","hot dogs en Ciudad de Panamá","restaurantes_serpapi_v2.csv"
"LA SALCHICHA HOT DOG","la-salchicha-hot-dog-883062","Restaurante","Tienda de alimentación","","Panamá","Panamá","","2F5V+37R, C. 81 Este, Panamá, Provincia de Panamá","","9.007739299999999","-79.5068445","Abierto · Cierra a las 11 p. m.","5.0","2","","","True","SerpApi Google Maps","hot dogs en Ciudad de Panamá","restaurantes_serpapi_v2.csv"
"La Talanquera del Este","la-talanquera-del-este-421003","Restaurante","Restaurante","","Panamá","Panamá","","Av. Vista del Pacífico, Panamá, Provincia de Panamá","https://www.latalanquerapty.com/","9.009348899999999","-79.4771193","Abierto · Cierra a las 10 p. m.","4.7","375","","","True","SerpApi Google Maps","restaurantes en Costa del Este Panamá","restaurantes_serpapi.csv"
"la tapa del coco","la-tapa-del-coco-643190","Restaurante","Restaurante caribeño","","Panamá","Panamá","","Calle 68 Este, Panamá","https://latapadelcocopanama.com/","8.994433899999999","-79.5110306","Abierto · Cierra a las 10:30 p. m.","4.7","4611","","","True","SerpApi Google Maps","restaurantes en Ciudad de Panamá","restaurantes_serpapi.csv"
"La Vespa Vista Mare","la-vespa-vista-mare-297713","Restaurante","Restaurante","","Panamá","Panamá","","antiguo trump, Ph TOC, area del ocean deck, Cl. Punta Colón, Panama City","","8.975519199999999","-79.50637019999999","Abierto · Cierra a las 11 p. m.","4.6","1082","","","True","SerpApi Google Maps","restaurantes en Ciudad de Panamá","restaurantes_serpapi.csv"
"LAZOTEA | Jorge Rausch","lazotea-jorge-rausch-232020","Restaurante","Restaurante","","Panamá","Panamá","","Rooftop, Av. Eloy Alfaro, y, Provincia de Panamá","https://lazoteapanama.com/","8.9543152","-79.5367509","Abierto · Cierra a la 1 a. m.","4.4","2770","","","True","SerpApi Google Maps","restaurantes en Ciudad de Panamá","restaurantes_serpapi.csv"
"Limonada 🍋 y hotdogs","limonada-y-hotdogs-112489","Restaurante","","","Panamá","Panamá","","La Peatonal, Edificio # 27278 Video Pap´s Plaza, 5 de Mayo 2, Panamá","","8.9601255","-79.5411226","","5.0","2","","","True","SerpApi Google Maps","hot dogs en Ciudad de Panamá","restaurantes_serpapi_v2.csv"
"Los Años Locos | Costa del Este","los-anos-locos-costa-del-este-057982","Restaurante","Restaurante","","Panamá","Panamá","","Av Marina del Nte, Panama City, Panamá Province","","9.0222964","-79.4627727","Abierto · Cierra a las 11 p. m.","4.7","972","","","True","SerpApi Google Maps","restaurantes en Costa del Este Panamá","restaurantes_serpapi.csv"
"Los Años Locos | San Francisco","los-anos-locos-san-francisco-114547","Restaurante","Restaurante","$$$","Panamá","Panamá","","C. 74 Este 74, Panamá, Provincia de Panamá","https://www.losalocos.com/","8.9921588","-79.50563","Abierto · Cierra a las 11 p. m.","4.6","1837","","","True","SerpApi Google Maps","restaurantes en San Francisco Panamá","restaurantes_serpapi.csv"
"Luigi's Cucina Povera","luigi-s-cucina-povera-250825","Restaurante","Restaurante","","Panamá","Panamá","","Panamá, Provincia de Panamá","https://www.hyatt.com/unbound-collection/en-US/ptyub-unbound-hotel-la-compania?src=agn_koddi_crp_chico_ppc_22365339045_Conversion_Unbound_Google_Search_English_PTYUB_PanamaCity_Paid_Brand_CrossDevice_1x1_google_Koddi-TopUp-Evergreen-Brand_e_hotel%20la%20compa%C3%B1ia%20panama%20city&gad_source=1&gad_campaignid=22365339045&gclid=Cj0KCQjwnJfEBhCzARIsAIMtfKLwXBeQCrp9igAlr_qDsbF-_DBgE_-0a27RCHoajgZpTdBqqpgZp2AaAgdYEALw_wcB","8.952354999999999","-79.53539219999999","Abierto · Cierra a las 10:30 p. m.","4.8","217","","","True","SerpApi Google Maps","restaurantes en Casco Viejo Panamá","restaurantes_serpapi.csv"
"Lula Casco","lula-casco-149396","Restaurante","Restaurante","","Panamá","Panamá","","PH University Club, Calle 1, Panamá, Provincia de Panamá","","8.9508628","-79.5324017","Abierto · Cierra a las 10 p. m.","4.7","239","","","True","SerpApi Google Maps","restaurantes en Casco Viejo Panamá","restaurantes_serpapi.csv"
"Macho Cabrío PTY","macho-cabrio-pty-370509","Restaurante","Restaurante","","Panamá","Panamá","","07099, C/ 70","https://instagram.com/machocabrio_pty","8.9926548","-79.5094299","Abierto · Cierra a las 12 a. m.","4.6","82","","","True","SerpApi Google Maps","hot dogs en Ciudad de Panamá","restaurantes_serpapi_v2.csv"
"Mahalo Cocina y Jardin","mahalo-cocina-y-jardin-151410","Restaurante","Restaurante","","Panamá","Panamá","","Las Clementinas Hotel, C. 11 Este, Panamá, Provincia de Panamá","http://mahalopanama.com/","8.9534887","-79.53704429999999","Abierto · Cierra a las 10:30 p. m.","4.7","1332","","","True","SerpApi Google Maps","restaurantes en Casco Viejo Panamá","restaurantes_serpapi.csv"
"Oh My Dog 507","oh-my-dog-507-192807","Restaurante","Restaurante de comida rápida","","Panamá","Panamá","","Al frente de Servientrega, Panamá, Provincia de Panamá","https://linktr.ee/ohmydog507","9.025442","-79.4862571","Abierto · Cierra a las 11 p. m.","4.8","26","","","True","SerpApi Google Maps","hot dogs en Ciudad de Panamá","restaurantes_serpapi_v2.csv"
"Pachapas San Francisco","pachapas-san-francisco-795812","Restaurante","Restaurante","","Panamá","Panamá","","Calle los Nisperos casa 30, Panamá, Provincia de Panamá","https://www.pachapas.com/","8.9966537","-79.51245449999999","Abierto · Cierra a las 7:30 p. m.","4.9","214","","","True","SerpApi Google Maps","restaurantes en San Francisco Panamá","restaurantes_serpapi.csv"
"Panama Hotdog y Booolas","panama-hotdog-y-booolas-116481","Restaurante","Restaurante","","Panamá","Panamá","","frente al pricemart detras de American pets, Plaza 507 entrada de, San Miguelito","","9.0505789","-79.4601572","Cerrado · Abre a las 4:30 p. m. del mar","4.5","118","","","True","SerpApi Google Maps","hot dogs en Ciudad de Panamá","restaurantes_serpapi_v2.csv"
"Patagonia | Costa del Este","patagonia-costa-del-este-146056","Restaurante","Restaurante","","Panamá","Panamá","","PH Arcadia, C. Río Mar, Panama City, Panamá Province","https://www.instagram.com/patagoniaparrillargentina/?hl=es","9.0135611","-79.46871159999999","Abierto · Cierra a las 10 p. m.","4.7","15","","","True","SerpApi Google Maps","restaurantes en Costa del Este Panamá","restaurantes_serpapi.csv"
"Pretelt Gourmet Meats | Costa del Este","pretelt-gourmet-meats-costa-del-este-385557","Restaurante","Restaurante","","Panamá","Panamá","","Ave. Centenario, Plaza Procenter, Local 1, Av. Centenario, Panamá","https://preteltmeats.com/sucursal-pretelt-costa-del-este/","9.0143527","-79.4801756","Abierto · Cierra a las 9 p. m.","4.6","375","","","True","SerpApi Google Maps","restaurantes en Costa del Este Panamá","restaurantes_serpapi.csv"
"Restaurante Almería | San Francisco","restaurante-almeria-san-francisco-244401","Restaurante","Restaurante","","Panamá","Panamá","","casa 6, C. Matilde Obarrio de Mallet, Panamá, Provincia de Panamá","","8.9962765","-79.5063852","Abierto · Cierra a las 11 p. m.","4.8","89","","","True","SerpApi Google Maps","restaurantes en San Francisco Panamá","restaurantes_serpapi.csv"
"Restaurante El Enemigo - Casco Antiguo","restaurante-el-enemigo-casco-antiguo-335030","Restaurante","Restaurante","","Panamá","Panamá","","Entre calle 9 y 8, Av. Central España, Panamá, Provincia de Panamá","","8.9524071","-79.5359412","Abierto · Cierra a las 12 a. m.","4.8","878","","","True","SerpApi Google Maps","restaurantes en Ciudad de Panamá","restaurantes_serpapi.csv"
"Restaurante El Nacional Sabores de Panamá","restaurante-el-nacional-sabores-de-panama-694724","Restaurante","Restaurante de cocina panlatinoamericana","","Panamá","Panamá","","PH Plaza Catedral, Panamá, Provincia de Panamá","http://www.elnacionalpty.com/","8.9528579","-79.5347835","Abierto · Cierra a las 9 p. m.","4.7","637","","","True","SerpApi Google Maps","restaurantes en Ciudad de Panamá","restaurantes_serpapi.csv"
"Restaurante El Trapiche | San Francisco","restaurante-el-trapiche-san-francisco-485342","Restaurante","Restaurante","","Panamá","Panamá","","Calle 71, Panamá, Provincia de Panamá","http://www.eltrapicherestaurante.com/","8.9884091","-79.50782319999999","Abierto · Cierra a las 9 p. m.","4.6","3036","","","True","SerpApi Google Maps","restaurantes en San Francisco Panamá","restaurantes_serpapi.csv"
"Restaurante El Trapiche | Via Argentina","restaurante-el-trapiche-via-argentina-409871","Restaurante","Restaurante","","Panamá","Panamá","","Vía Argentina, Panamá, Provincia de Panamá","http://eltrapicherestaurante.com/","8.9889261","-79.52514889999999","Abierto · Cierra a las 10 p. m.","4.4","4087","","","True","SerpApi Google Maps","restaurantes en Ciudad de Panamá","restaurantes_serpapi.csv"
"Restaurante La Casona, Casco Antiguo","restaurante-la-casona-casco-antiguo-112205","Restaurante","Restaurante","","Panamá","Panamá","","Plaza Bolivar, Panamá, Provincia de Panamá","https://www.instagram.com/la_casona_cascoantiguo/","8.9533921","-79.5337706","Abierto · Cierra a las 10 p. m.","4.5","46","","","True","SerpApi Google Maps","restaurantes en Casco Viejo Panamá","restaurantes_serpapi.csv"
"Restaurante Nazca 21 Casco antiguo","restaurante-nazca-21-casco-antiguo-565546","Restaurante","Restaurante peruano","$$","Panamá","Panamá","","Av. B 7-53, Panamá, Provincia de Panamá","https://nazca21restaurante.com/","8.9531782","-79.5354306","Abierto · Cierra a las 10 p. m.","4.6","1382","","","True","SerpApi Google Maps","restaurantes en Ciudad de Panamá","restaurantes_serpapi.csv"
"Restaurante Nazca 21 Costa del Este","restaurante-nazca-21-costa-del-este-886160","Restaurante","Restaurante peruano","","Panamá","Panamá","","Av. de la Rotonda, Panamá, Provincia de Panamá","https://nazca21restaurant.com/","9.0097193","-79.47473509999999","Abierto · Cierra a las 9:30 p. m.","4.7","546","","","True","SerpApi Google Maps","restaurantes en Costa del Este Panamá","restaurantes_serpapi.csv"
"restaurante r.i.c.h.a.","restaurante-r-i-c-h-a-440868","Restaurante","Restaurante","","Panamá","Panamá","","Calle los Fundadores, Panamá, Provincia de Panamá","https://restaurantericha.com/","8.990426099999999","-79.5030486","Abierto · Cierra a las 10 p. m.","4.7","102","","","True","SerpApi Google Maps","restaurantes en San Francisco Panamá","restaurantes_serpapi.csv"
"Sabroso Panamá","sabroso-panama-347337","Restaurante","Restaurante","","Panamá","Panamá","","Isla Perico, Calzada de, Panamá","https://www.sabroso-panama.com/","8.9152132","-79.5265568","Abierto · Cierra a las 11 p. m.","4.6","3218","","","True","SerpApi Google Maps","restaurantes en Ciudad de Panamá","restaurantes_serpapi.csv"
"Salvaje Costa del Este","salvaje-costa-del-este-820433","Restaurante","Restaurante japonés","","Panamá","Panamá","","P.H. Dream Plaza, Panamá, Provincia de Panamá","","9.0163183","-79.47067299999999","Abierto · Cierra a la 1 a. m.","4.4","1232","","","True","SerpApi Google Maps","restaurantes en Costa del Este Panamá","restaurantes_serpapi.csv"
"Sushark Costa Del Este","sushark-costa-del-este-148065","Restaurante","Restaurante","","Panamá","Panamá","","PH Financial Park, Panamá, Provincia de Panamá","https://www.itssushark.com/","9.0101532","-79.4764919","Abierto · Cierra a las 10 p. m.","4.8","71","","","True","SerpApi Google Maps","restaurantes en Costa del Este Panamá","restaurantes_serpapi.csv"
"The Wallace","the-wallace-816720","Restaurante","Restaurante","","Panamá","Panamá","","Av. Samuel Lewis, Panamá, Provincia de Panamá","http://www.thewallacepanama.com/","8.9856395","-79.5214462","Abierto · Cierra a las 11 p. m.","4.7","933","","","True","SerpApi Google Maps","restaurantes en Ciudad de Panamá","restaurantes_serpapi.csv"
"La Divina Comida Restaurante y Rooftop | PANAMÁ","la-divina-comida-restaurante-y-rooftop-panama-349370","Rooftop","Restaurante","","Panamá","Panamá","","Avenida A, Antigua Muralla Panamá. Baluarte Mano De Tigre, Casco Antiguo,PTY, Panamá","https://www.instagram.com/divinacomidapty","8.9516356","-79.537671","Abierto · Cierra a las 9 p. m.","4.6","219","","","True","SerpApi Google Maps","restaurantes en Ciudad de Panamá","restaurantes_serpapi.csv"
"Primavera Rooftop","primavera-rooftop-115724","Rooftop","Restaurante","","Panamá","Panamá","","MMG Tower, Av Paseo del Mar, Panamá, Provincia de Panamá","https://primaverarooftop.com/","9.008198799999999","-79.4774795","Abierto · Cierra a las 12 a. m.","4.7","81","","","True","SerpApi Google Maps","restaurantes en Costa del Este Panamá","restaurantes_serpapi.csv"
"​Waro's Grill | Salchipapas y Pepitos en San Antonio","waro-s-grill-salchipapas-y-pepitos-en-san-antonio-388130","Salchipapas","Comida a domicilio","","Panamá","Panamá","","C. Los Jazmines, San Miguelito, Provincia de Panamá","https://www.instagram.com/warosgril?igsh=MXRvOGFvMWhmaGs2MA==","9.0672555","-79.440697","Cerrado · Abre a las 9 p. m.","5.0","3","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Aji de Cali","aji-de-cali-018498","Salchipapas","Restaurante de comida rápida","","Panamá","Panamá","","2HWQ+J37, C. Escandinavos, Panamá, Provincia de Panamá","","9.0465422","-79.4123417","Abierto · Cierra a las 10:30 p. m.","4.6","116","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Chamo Pana","chamo-pana-840684","Salchipapas","Restaurante de comida rápida","","Panamá","Panamá","","San Miguelito, Provincia de Panamá","","8.9747301","-79.5347285","Abierto · Cierra a las 3 a. m.","4.2","167","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Comidas rapidas luva","comidas-rapidas-luva-406233","Salchipapas","Restaurante","","Panamá","Panamá","","El Crisol, Panamá, Provincia de Panamá","","9.0478311","-79.4736243","Abierto · Cierra a las 11:30 p. m.","4.2","6","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"DONDE LOLO","donde-lolo-608092","Salchipapas","Hamburguesería","","Panamá","Panamá","","Avenida Porras a 50 metros del Super 99, Av. Dr. Belisario Porras, Panamá","","8.9928898","-79.51691699999999","Abierto · Cierra a la 1 a. m.","4.5","279","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Donde Timoty","donde-timoty-355011","Salchipapas","Restaurante","","Panamá","Panamá","","san miguelito, Los Andes, Panamá","https://instagram.com/dondetimoty?igshid=YmMyMTA2M2Y=","9.0513431","-79.5104415","Cerrado · Abre a las 5:30 p. m.","4.5","13","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Gastronomía Zuliana - Salchipapas, Almuerzos y Comida Venezolana","gastronomia-zuliana-salchipapas-almuerzos-y-comida-venezolana-055981","Salchipapas","Restaurante de brunch","","Panamá","Panamá","","plaza food truck Market, C. 67 Este, Panamá, Provincia de Panamá","","8.9936765","-79.5119296","Abierto · Cierra a las 10:30 p. m.","5.0","5","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Monchi's","monchi-s-137536","Salchipapas","Restaurante de comida rápida","","Panamá","Panamá","","Los libertadores Edificio z2 local PB 4","","9.0258995","-79.5207412","Abierto · Cierra a las 10:30 p. m.","4.0","1","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Mr Frías","mr-frias-860536","Salchipapas","Restaurante de comida rápida","","Panamá","Panamá","","Plaza La Lupita, C. 50, Panamá, Provincia de Panamá","","8.9922211","-79.50975559999999","Abierto · Cierra a las 11:45 p. m.","4.8","4","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Pa Onde el Gocho","pa-onde-el-gocho-636694","Salchipapas","Restaurante de comida rápida","","Panamá","Panamá","","Plaza Chicheme cars wash, Calle Jorge A. Zarak, Panamá, Provincia de Panamá","https://paondeelgocho.waiterio.com/","9.0012173","-79.51938369999999","Abierto · Cierra a las 11:55 p. m.","4.9","11","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Papas Locas","papas-locas-776438","Salchipapas","Restaurante","","Panamá","Panamá","","2GV6+MH9, C. 15, Panamá, Provincia de Panamá","","9.044164799999999","-79.4885312","Abierto · Cierra a las 11 p. m.","4.0","171","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Papas Locas Parque Lefevre","papas-locas-parque-lefevre-611133","Salchipapas","Restaurante de comida rápida","","Panamá","Panamá","","2G72+VMH, Panamá, Provincia de Panamá","","9.0146778","-79.49826589999999","Abierto · Cierra a las 12 a. m.","3.8","129","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Pepito's Village | Vía España","pepito-s-village-via-espana-557074","Salchipapas","Restaurante","","Panamá","Panamá","","Cruce Vía España y, Av. 12 de Octubre, Panamá","https://instagram.com/pepitosvillage?igshid=YmMyMTA2M2Y=","9.0082009","-79.5080594","Abierto · Cierra a las 12 a. m.","4.2","143","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Poty salchipapas","poty-salchipapas-183639","Salchipapas","Hamburguesería","","Panamá","Panamá","","El coco, calle caridad, Panamá, Provincia de Panamá","","8.9722967","-79.5620726","Abierto · Cierra a las 11 p. m.","3.0","3","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Que Riko","que-riko-314024","Salchipapas","Restaurante","","Panamá","Panamá","","Plaza Strip, Calle 58 Este 58, Panamá","http://www.queriko.com/","8.988090699999999","-79.5191251","Abierto · Cierra a las 10 p. m.","4.5","160","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Salchiburger co.","salchiburger-co-410852","Salchipapas","Hamburguesería","","Panamá","Panamá","","XFQC+GWX, Vía Argentina, Panama City, Panamá Province","","8.9888511","-79.5276354","","4.4","13","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Salchimama","salchimama-764413","Salchipapas","Restaurante de comida rápida","","Panamá","Panamá","","primer local en la plaza de foodtrucks, C. 50, Panamá, Provincia de Panamá","","8.9924241","-79.5093649","Abierto · Cierra a las 11:30 p. m.","4.5","24","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Salchipaisitaspty","salchipaisitaspty-232234","Salchipapas","Restaurante","","Panamá","Panamá","","Vía Israel, Panamá, Provincia de Panamá","","8.981119","-79.5160027","","3.5","15","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Salchipapas El Cielo","salchipapas-el-cielo-852872","Salchipapas","Restaurante","","Panamá","Panamá","","Brisas del Golf, Panamá, Provincia de Panamá","","9.0701593","-79.4609514","Abierto · Cierra a las 11 p. m.","","0","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Salchipapas Karen","salchipapas-karen-634944","Salchipapas","","","Panamá","Panamá","","Calle 71 B 71, San Miguelito, Provincia de Panamá","","9.072201999999999","-79.4812738","Abierto · Cierra a las 11:30 p. m.","5.0","6","","","True","SerpApi Google Maps","salchipapas en Ciudad de Panamá","restaurantes_serpapi.csv | restaurantes_serpapi_v2.csv"
"Fukuoka Sushi","fukuoka-sushi-225516","Sushi","Restaurante","","Panamá","Panamá","","Av 4 C Sur, Panama City, Panamá Province","","8.9928245","-79.4993224","Cerrado · Abre a las 5 p. m.","4.8","360","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Matsuei Sushi Bar Panama","matsuei-sushi-bar-panama-353441","Sushi","Restaurante japonés auténtico","","Panamá","Panamá","","C. Eusebio A. Morales 12-A, Panamá, Provincia de Panamá","http://www.matsueipanama.com/","8.9868426","-79.5255983","Cerrado · Abre a las 12 p. m. del mar","4.7","938","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Nación Sushi | Casco Antiguo","nacion-sushi-casco-antiguo-938819","Sushi","Restaurante de sushi","","Panamá","Panamá","","Av. A, Panamá, Provincia de Panamá","https://nacionsushi.com/pa/","8.9515174","-79.5354334","Abierto · Cierra a las 9:30 p. m.","4.6","1065","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Nación Sushi | Costa del Este","nacion-sushi-costa-del-este-316646","Sushi","Restaurante de sushi","","Panamá","Panamá","","2G6G+9M8, BLADEX, Torre V, Business Park, Av. de la Rotonda, Panamá, Provincia de Panamá","https://nacionsushi.com/pa/","9.010859","-79.4732368","Abierto · Cierra a las 11 p. m.","4.6","1881","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Nación Sushi | Do it Center El Dorado","nacion-sushi-do-it-center-el-dorado-724732","Sushi","Restaurante de sushi","","Panamá","Panamá","","Av. Miguel A. Brostella, Panamá, Provincia de Panamá","http://www.naciondelivery.com/","9.0068871","-79.5381936","Abierto · Cierra a las 11 p. m.","4.7","1150","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Nación Sushi | San Francisco","nacion-sushi-san-francisco-937417","Sushi","Restaurante de sushi","","Panamá","Panamá","","Panamá, Provincia de Panamá","https://nacionsushi.com/pa/","8.9913294","-79.5029708","Abierto · Cierra a las 11 p. m.","4.7","1799","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Nación Sushi | Soho City Center","nacion-sushi-soho-city-center-956179","Sushi","Restaurante de sushi","","Panamá","Panamá","","Soho City Center, C. 50, Panamá, Provincia de Panamá","https://nacionsushi.com/pa/","8.983108399999999","-79.5190385","Abierto · Cierra a las 11 p. m.","4.6","804","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Nación Sushi • Panamá Pacífico","nacion-sushi-panama-pacifico-288919","Sushi","Restaurante de sushi","","Panamá","Panamá","","Blvd. Panamá Pacífico, Panamá, Provincia de Panamá Oeste","https://nacionsushi.com/pa/","8.926659299999999","-79.5933052","Abierto · Cierra a las 11 p. m.","4.5","275","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Nacionsushi I Villa Lucre","nacionsushi-i-villa-lucre-214104","Sushi","Restaurante de sushi","","Panamá","Panamá","","Royal plaza corp, Blvd. Villa Lucre, Panamá, Provincia de Panamá","https://nacionsushi.com/pa/","9.0394869","-79.47991329999999","Abierto · Cierra a las 10 p. m.","4.7","242","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Peix Kru","peix-kru-371698","Sushi","Restaurante japonés","","Panamá","Panamá","","Wanders and Yoo, Panamá, Provincia de Panamá","","8.9806943","-79.51693809999999","Abierto · Cierra a las 12 a. m.","4.7","70","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Restaurante Hikaru","restaurante-hikaru-513502","Sushi","Restaurante japonés","","Panamá","Panamá","","C. Anastacio Ruíz Noriega, Panamá, Provincia de Panamá","https://hikaru.restaurant/","8.978752199999999","-79.5200914","Abierto · Cierra a las 10 p. m.","4.5","593","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Restaurante Makoto","restaurante-makoto-872642","Sushi","Restaurante","","Panamá","Panamá","","Obarrio, Kenex Plaza, C. 59 Este, Panamá, Provincia de Panamá","http://makotopanama.com/","8.9874007","-79.5177801","Abierto · Cierra a las 10:30 p. m.","4.7","1235","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Sugoi Caribbean Sushi - Condado del Rey","sugoi-caribbean-sushi-condado-del-rey-277366","Sushi","Restaurante especializado en fusión asiática","","Panamá","Panamá","","Centennial, Plaza Boulevard, Panamá, Provincia de Panamá","https://sugoipty.com/?utm_source=google&utm_medium=organic&utm_content=&utm_campaign=gmb_condado_del_rey","9.0322801","-79.5337931","Abierto · Cierra a las 10 p. m.","4.9","3681","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Sugoi Caribbean Sushi - San Francisco","sugoi-caribbean-sushi-san-francisco-947145","Sushi","Restaurante","","Panamá","Panamá","","C. 75 Este, Panamá, Provincia de Panamá","https://sugoipty.com/?utm_source=google&utm_medium=organic&utm_content=&utm_campaign=gmb_san_francisco","8.9897218","-79.50343339999999","Abierto · Cierra a las 10 p. m.","4.8","5714","","","True","SerpApi Google Maps","restaurantes en San Francisco Panamá","restaurantes_serpapi.csv"
"Sugoi Caribbean Sushi | El Cangrejo","sugoi-caribbean-sushi-el-cangrejo-681968","Sushi","Restaurante especializado en fusión asiática","","Panamá","Panamá","","PB Hotel Principe, C. Alberto Navarro, Panamá, Provincia de Panamá","https://sugoipty.com/?utm_source=google&utm_medium=organic&utm_content=&utm_campaign=gmb_el_cangrejo","8.987480699999999","-79.5245647","Abierto · Cierra a las 10 p. m.","4.8","5619","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Sushi kazoku costa del este","sushi-kazoku-costa-del-este-262590","Sushi","Restaurante","","Panamá","Panamá","","lote H53, Av. de la Rotonda, Panamá, Provincia de Panamá","","9.0095605","-79.47646309999999","Abierto · Cierra a las 10:30 p. m.","4.8","31","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Sushi Market Panamá Oficial San Francisco","sushi-market-panama-oficial-san-francisco-982293","Sushi","Restaurante japonés","","Panamá","Panamá","","C. Belén, Panamá, Provincia de Panamá","","8.9935353","-79.5124357","Abierto · Cierra a las 10 p. m.","4.6","713","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Sushi Miyagi by Yerson Maldonado","sushi-miyagi-by-yerson-maldonado-699103","Sushi","Restaurante de sushi","","Panamá","Panamá","","Vía Argentina, Panamá, Provincia de Panamá","","8.988078699999999","-79.5240175","Abierto · Cierra a las 9:30 p. m.","4.9","133","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
"Umi","umi-721577","Sushi","Restaurante japonés","","Panamá","Panamá","","Plaza 54, Av. Samuel Lewis, Panamá, Provincia de Panamá","https://www.umi.bar/","8.9852207","-79.5219217","Abierto · Cierra a las 12 a. m.","4.6","144","","","True","SerpApi Google Maps","sushi en Ciudad de Panamá","restaurantes_serpapi.csv"
